days_from_20160101,stimchoice1,stimchoice2,stimchosen,correct_stim,is_choice_color,chose_correct
234,12,0,12,12,1,1
234,7,5,5,5,1,1
234,7,10,7,7,1,1
234,5,13,13,13,0,1
234,0,3,0,0,1,1
234,8,0,0,0,1,1
234,10,8,10,10,0,1
234,6,0,6,6,1,1
234,11,12,12,12,1,1
234,8,4,4,4,1,1
234,7,13,13,13,1,1
234,12,9,9,9,0,1
234,5,9,5,5,0,1
234,3,4,3,3,0,1
234,1,8,1,1,0,1
234,6,7,7,7,1,1
234,10,4,4,4,0,1
235,8,5,8,8,1,1
235,7,2,2,7,1,0
235,11,7,7,7,1,1
235,10,13,13,13,1,1
235,5,13,5,5,0,1
235,8,0,0,8,1,0
235,11,6,11,6,0,0
235,1,9,1,1,0,1
235,0,11,0,0,1,1
235,4,0,0,0,1,1
235,6,10,10,10,0,1
235,2,7,2,7,1,0
235,9,10,9,9,0,1
235,12,9,12,12,1,1
235,11,8,8,8,1,1
235,1,6,1,1,1,1
235,11,3,3,3,0,1
235,9,13,13,13,1,1
235,12,9,12,12,1,1
235,2,12,2,2,0,1
235,6,13,13,6,1,0
235,0,8,0,0,0,1
235,2,6,6,6,0,1
235,13,3,3,3,1,1
235,2,12,12,12,1,1
235,4,11,4,4,1,1
235,10,5,5,5,0,1
235,5,1,5,5,1,1
235,1,12,12,1,0,0
235,0,13,0,0,0,1
235,9,6,9,9,0,1
235,10,4,4,4,0,1
236,2,12,2,12,1,0
236,6,13,13,13,0,1
236,3,7,7,7,0,1
236,13,3,13,13,1,1
236,6,2,6,6,1,1
236,3,7,3,3,0,1
236,4,2,2,4,0,0
236,12,11,12,12,1,1
236,10,4,10,10,1,1
236,3,11,11,3,1,0
236,9,2,9,9,0,1
236,13,5,5,5,0,1
236,11,3,3,11,0,0
236,13,6,6,6,1,1
236,5,7,7,7,1,1
236,10,8,8,8,0,1
236,6,13,13,13,1,1
236,2,3,3,3,0,1
236,10,4,4,4,1,1
236,10,12,10,10,1,1
236,10,12,12,12,0,1
236,12,10,10,10,0,1
236,5,0,0,0,0,1
236,0,13,0,0,0,1
236,5,4,5,5,1,1
236,4,5,5,5,0,1
236,11,12,12,12,1,1
236,9,6,9,9,1,1
236,6,5,5,5,1,1
236,9,8,9,9,0,1
236,3,4,3,3,0,1
236,5,2,5,5,0,1
236,1,5,1,1,1,1
236,11,4,11,11,1,1
236,2,9,9,9,1,1
236,3,1,1,1,1,1
236,6,4,6,6,1,1
236,12,11,12,12,0,1
236,5,10,10,10,0,1
236,3,11,11,11,0,1
236,13,12,12,12,1,1
236,12,3,3,3,1,1
236,1,8,1,8,0,0
236,13,6,6,6,0,1
236,6,9,9,6,1,0
236,12,3,3,3,0,1
236,4,7,7,7,1,1
236,4,5,5,5,0,1
236,4,13,4,4,1,1
236,8,10,10,10,1,1
236,3,4,3,3,0,1
241,11,11,11,11,1,1
241,5,0,5,5,1,1
241,11,2,11,11,1,1
241,9,4,4,4,1,1
241,2,4,2,2,0,1
241,5,7,5,7,0,0
241,8,2,8,8,1,1
241,3,1,3,3,1,1
241,3,9,9,9,1,1
241,2,6,6,2,0,0
241,5,8,5,5,0,1
241,12,9,12,12,0,1
241,4,8,4,4,1,1
241,10,11,10,10,0,1
241,10,3,3,3,0,1
241,13,12,12,12,0,1
241,1,6,1,1,0,1
241,10,10,10,10,0,1
241,12,0,0,0,1,1
241,10,8,10,10,0,1
241,7,13,13,13,0,1
241,2,12,2,2,1,1
241,13,10,13,13,1,1
241,13,7,13,13,1,1
241,13,8,13,13,0,1
241,10,7,10,10,1,1
241,0,9,0,0,0,1
241,7,10,7,10,0,0
241,11,0,0,0,0,1
241,6,2,2,2,1,1
242,4,11,11,11,1,1
242,11,2,11,11,1,1
242,1,9,1,1,0,1
242,6,8,8,8,0,1
242,9,2,9,9,1,1
242,0,3,3,0,0,0
242,12,7,7,7,1,1
242,13,4,13,13,1,1
242,9,9,9,9,0,1
242,12,11,11,11,1,1
242,10,10,10,10,0,1
242,1,8,8,8,0,1
242,2,0,2,2,0,1
242,9,5,9,9,1,1
242,9,4,4,4,0,1
242,11,8,8,8,0,1
242,7,11,7,7,0,1
242,6,13,6,6,0,1
242,1,12,12,12,0,1
242,0,10,0,0,0,1
242,9,8,8,8,1,1
242,8,13,8,8,1,1
242,8,12,12,12,0,1
242,2,7,7,7,1,1
242,9,13,13,13,1,1
243,11,13,11,11,1,1
243,12,9,9,9,0,1
243,10,7,10,10,1,1
243,12,9,9,9,1,1
243,11,8,8,8,0,1
243,13,6,13,6,1,0
243,13,9,13,13,1,1
243,3,7,3,3,0,1
243,4,3,3,3,1,1
243,7,3,3,7,0,0
255,2,12,12,12,1,1
255,11,1,11,11,1,1
255,13,9,9,9,0,1
255,5,11,5,5,1,1
255,5,6,5,5,0,1
255,9,0,0,0,0,1
255,5,0,5,5,0,1
255,1,4,4,4,0,1
255,10,1,1,1,1,1
255,4,6,6,6,0,1
255,9,0,0,0,0,1
255,11,4,4,4,1,1
255,8,13,8,13,1,0
255,0,12,0,0,0,1
255,5,8,8,8,1,1
255,4,12,4,4,0,1
255,6,12,12,12,0,1
255,12,4,12,12,0,1
255,5,3,3,5,0,0
255,11,4,4,11,0,0
255,13,11,11,11,0,1
255,9,5,9,9,1,1
255,2,8,8,2,0,0
255,6,0,0,0,1,1
255,9,3,3,3,1,1
255,5,1,5,5,1,1
255,1,10,10,1,1,0
255,6,2,6,6,0,1
255,10,2,2,2,1,1
255,9,4,9,9,0,1
255,6,4,6,6,1,1
255,6,11,11,11,1,1
255,1,12,1,1,0,1
255,7,5,7,7,0,1
255,7,4,7,7,1,1
255,4,2,2,2,1,1
255,4,2,4,4,1,1
255,12,1,12,12,0,1
255,1,5,1,1,1,1
255,0,9,0,0,0,1
255,9,9,9,9,0,1
255,5,4,5,4,0,0
255,3,11,3,3,1,1
255,4,5,5,5,1,1
255,3,9,9,9,1,1
256,6,8,6,6,0,1
256,8,10,8,8,1,1
256,7,8,7,7,0,1
256,4,12,12,12,1,1
256,11,1,1,1,1,1
256,3,12,3,12,0,0
256,7,11,7,7,0,1
256,5,9,5,5,0,1
256,13,7,7,13,1,0
256,12,7,7,12,0,0
256,10,8,10,10,1,1
256,3,7,7,7,0,1
256,11,1,1,1,0,1
256,0,10,0,0,0,1
256,4,8,8,8,1,1
256,8,5,5,5,1,1
256,7,4,4,4,1,1
256,1,11,1,1,0,1
257,3,9,9,9,1,1
257,11,0,0,0,0,1
257,12,7,7,7,1,1
257,13,4,13,13,0,1
257,3,3,3,3,1,1
257,13,6,13,13,0,1
257,1,0,1,1,0,1
257,1,6,1,1,1,1
257,9,3,9,9,0,1
257,13,8,8,8,0,1
257,10,3,10,10,1,1
257,12,7,12,12,1,1
257,10,7,7,7,0,1
257,13,9,9,9,0,1
257,1,11,1,1,0,1
257,13,12,13,13,1,1
257,9,4,4,4,1,1
257,12,0,0,0,0,1
257,5,5,5,5,0,1
257,3,6,6,6,0,1
257,8,13,13,8,0,0
257,4,1,4,1,1,0
257,8,6,8,8,0,1
257,1,9,9,9,0,1
257,6,5,6,6,0,1
257,5,3,5,5,0,1
257,2,4,4,2,0,0
257,9,3,9,9,0,1
257,0,5,0,0,0,1
257,7,4,7,4,1,0
257,9,6,6,6,0,1
257,1,3,1,1,0,1
258,6,5,5,5,1,1
258,1,4,4,4,1,1
258,4,12,4,4,0,1
258,4,6,4,4,1,1
258,11,5,5,5,1,1
258,6,12,12,12,1,1
258,1,10,10,10,1,1
258,6,10,10,10,1,1
258,4,2,4,4,0,1
258,7,7,7,7,0,1
258,4,5,5,5,0,1
258,7,4,4,4,0,1
258,0,10,0,0,1,1
258,1,9,9,1,1,0
258,9,1,9,9,0,1
258,5,7,7,7,1,1
258,12,8,8,8,0,1
258,9,11,9,9,1,1
258,6,8,6,6,1,1
258,1,10,1,1,1,1
258,1,8,8,8,0,1
258,12,4,4,4,1,1
258,7,9,7,7,0,1
258,2,1,2,2,1,1
258,9,4,9,9,1,1
258,2,0,2,2,0,1
258,10,0,10,10,0,1
258,2,3,2,2,1,1
258,9,4,9,4,0,0
258,2,2,2,2,0,1
258,2,12,12,12,0,1
258,13,5,5,5,1,1
258,4,2,4,4,1,1
258,7,4,7,7,0,1
258,12,7,7,7,1,1
258,5,0,5,5,0,1
258,4,5,4,4,1,1
258,11,8,8,8,0,1
258,10,6,6,10,0,0
258,3,2,2,3,0,0
259,3,6,6,6,1,1
259,7,2,7,7,1,1
259,9,0,9,9,1,1
259,9,6,9,9,0,1
259,4,0,0,0,1,1
259,11,3,3,3,0,1
259,8,4,4,4,0,1
259,0,4,0,0,1,1
259,5,8,8,8,0,1
259,13,7,13,13,0,1
259,3,5,3,3,1,1
259,6,10,6,6,0,1
259,2,6,6,6,0,1
259,11,8,8,8,0,1
259,12,11,12,12,1,1
259,9,12,12,12,0,1
259,3,10,10,10,1,1
259,3,1,3,3,1,1
259,7,11,11,11,0,1
259,12,0,0,12,0,0
259,11,12,11,11,0,1
259,1,7,7,7,0,1
259,7,2,2,2,0,1
263,13,3,3,3,0,1
263,3,4,3,4,1,0
263,7,3,3,3,0,1
263,12,12,12,12,0,1
263,10,0,10,0,1,0
263,10,3,3,3,1,1
263,7,2,7,7,1,1
263,6,13,6,6,0,1
263,5,7,5,5,1,1
263,13,8,13,13,0,1
263,2,5,5,5,0,1
263,4,1,4,1,1,0
263,3,11,3,3,1,1
263,12,9,9,12,1,0
263,3,0,3,3,0,1
263,5,6,5,5,1,1
263,12,10,10,10,0,1
263,2,8,8,8,1,1
263,2,10,2,2,1,1
263,13,3,3,3,0,1
263,3,5,3,3,0,1
263,4,10,10,10,0,1
263,12,3,12,12,0,1
263,3,8,8,8,0,1
263,13,13,13,13,0,1
263,8,3,3,3,0,1
263,13,4,13,13,1,1
263,6,9,6,6,0,1
263,8,2,2,2,1,1
263,0,8,0,0,0,1
263,1,7,1,1,1,1
263,13,11,13,13,0,1
263,5,1,1,1,1,1
263,6,7,7,7,0,1
263,5,2,5,5,0,1
263,0,12,0,0,1,1
263,10,12,10,10,0,1
263,5,12,12,12,0,1
263,1,3,1,1,0,1
263,11,0,11,11,1,1
263,10,5,5,5,1,1
263,0,3,3,0,0,0
263,3,11,11,11,1,1
263,12,1,12,12,0,1
263,2,4,2,2,0,1
263,9,11,9,9,1,1
263,1,2,2,2,1,1
263,9,4,9,9,1,1
263,8,2,8,8,1,1
263,11,4,4,4,0,1
263,7,11,7,7,1,1
263,11,10,10,10,1,1
264,5,6,5,5,0,1
264,11,8,8,8,1,1
264,7,2,2,7,0,0
264,0,3,0,0,1,1
264,10,1,1,1,1,1
264,5,12,12,12,0,1
264,2,12,12,12,1,1
264,13,2,2,2,0,1
264,6,9,6,6,0,1
264,6,0,6,6,0,1
264,8,1,1,1,0,1
264,2,0,2,2,0,1
264,11,2,2,2,1,1
264,10,12,10,10,0,1
264,3,2,3,3,1,1
264,7,0,0,7,0,0
264,6,5,5,5,0,1
264,2,5,5,5,0,1
264,13,8,13,13,0,1
264,8,2,2,8,0,0
264,6,0,6,6,1,1
264,8,3,3,3,1,1
264,1,12,1,1,0,1
264,6,7,6,6,0,1
264,9,1,1,1,0,1
264,6,2,2,2,0,1
264,7,5,5,5,1,1
264,12,1,12,12,1,1
264,1,5,5,5,1,1
264,5,6,5,5,1,1
264,10,13,10,10,0,1
264,12,10,10,10,0,1
264,11,13,11,11,1,1
264,13,12,12,12,1,1
264,11,0,0,0,0,1
264,8,9,9,8,1,0
264,3,6,3,3,0,1
264,11,6,6,6,1,1
264,1,1,1,1,1,1
264,7,0,0,0,0,1
264,1,6,6,6,0,1
264,0,12,0,0,0,1
264,10,13,13,13,1,1
264,4,5,4,4,1,1
264,4,5,4,4,0,1
264,10,12,12,12,1,1
264,9,7,7,7,1,1
264,11,1,11,11,1,1
264,11,9,9,9,1,1
264,13,12,13,13,0,1
264,8,2,8,8,0,1
264,8,9,8,8,1,1
264,4,10,10,10,1,1
264,12,1,12,12,0,1
264,8,0,0,0,1,1
265,8,1,1,1,0,1
265,9,13,13,13,0,1
265,9,2,9,9,0,1
265,4,13,4,4,1,1
265,12,7,7,7,0,1
265,9,12,12,12,1,1
265,5,12,12,12,1,1
265,4,11,4,4,1,1
265,0,6,0,0,0,1
265,13,3,13,13,0,1
265,9,7,9,9,0,1
265,5,7,7,7,0,1
265,10,7,10,10,1,1
265,13,9,13,13,0,1
265,13,13,13,13,0,1
265,6,10,10,10,1,1
265,9,6,6,6,1,1
265,7,12,12,12,0,1
265,5,8,8,8,1,1
265,11,9,9,9,1,1
265,7,4,7,7,1,1
265,6,10,10,10,0,1
265,9,10,9,9,0,1
265,5,11,11,11,1,1
265,7,8,7,7,1,1
265,4,7,4,4,0,1
265,12,5,5,5,0,1
265,0,4,0,0,0,1
265,12,3,12,12,0,1
265,5,10,10,5,1,0
265,11,0,0,0,1,1
265,6,2,2,6,1,0
265,12,11,11,12,1,0
265,10,9,10,10,0,1
265,2,9,2,2,1,1
265,7,5,7,7,1,1
265,5,13,13,13,0,1
265,1,5,5,5,1,1
265,11,7,11,11,1,1
265,2,8,8,8,0,1
265,12,3,3,3,1,1
265,4,5,5,5,0,1
265,2,11,11,11,0,1
265,6,12,6,6,1,1
265,9,8,8,8,0,1
265,1,6,6,6,1,1
265,7,10,10,10,1,1
265,13,8,13,13,1,1
265,5,8,5,5,1,1
265,12,0,0,0,0,1
265,9,6,9,9,0,1
265,5,10,10,10,1,1
265,3,2,2,2,0,1
265,12,1,1,1,1,1
265,9,9,9,9,0,1
265,13,1,1,1,1,1
265,4,0,0,0,0,1
265,1,12,12,12,1,1
265,13,9,9,9,0,1
265,10,10,10,10,1,1
265,1,6,6,6,1,1
265,1,7,1,1,1,1
265,1,2,2,2,0,1
265,5,5,5,5,0,1
265,0,4,0,0,0,1
265,10,1,1,1,1,1
265,4,0,4,4,0,1
265,1,13,13,13,0,1
265,5,3,3,3,0,1
265,0,7,0,0,1,1
265,11,3,3,3,1,1
265,12,9,12,12,0,1
265,6,3,6,6,0,1
265,3,4,4,4,0,1
265,7,4,4,4,0,1
265,4,6,6,6,0,1
265,2,3,3,3,1,1
265,3,2,3,3,1,1
265,7,8,7,7,1,1
265,4,7,4,4,1,1
265,11,12,11,12,0,0
265,2,0,2,2,0,1
265,8,5,5,8,1,0
265,8,13,8,8,1,1
266,1,2,2,2,1,1
266,11,9,11,11,0,1
266,12,1,1,1,1,1
266,7,8,7,7,1,1
266,0,10,0,0,1,1
266,6,5,6,6,0,1
266,6,7,7,6,1,0
266,2,4,4,4,0,1
266,3,0,0,0,1,1
266,3,2,3,3,0,1
266,2,9,9,9,1,1
266,0,10,0,0,1,1
266,2,5,5,5,1,1
266,12,4,12,12,1,1
266,8,5,5,5,0,1
266,6,0,6,6,1,1
266,7,2,7,7,1,1
266,4,9,4,4,0,1
266,6,12,6,6,0,1
266,5,2,5,5,1,1
266,2,13,2,2,0,1
266,10,0,10,10,1,1
266,13,0,0,0,1,1
266,13,4,13,13,1,1
266,11,2,11,11,0,1
266,4,13,4,4,0,1
266,5,7,7,7,1,1
266,3,1,3,3,1,1
266,0,4,0,0,1,1
266,5,0,5,5,0,1
266,12,4,4,12,0,0
266,8,0,8,8,1,1
266,7,13,13,13,1,1
266,8,7,7,7,0,1
266,7,5,7,7,1,1
266,13,7,13,13,1,1
266,8,0,8,8,0,1
266,3,12,3,3,1,1
266,6,12,6,6,1,1
266,9,8,8,8,1,1
266,2,10,2,2,0,1
269,7,11,11,11,0,1
269,11,3,3,3,1,1
269,9,2,9,9,1,1
269,13,4,4,4,1,1
269,10,9,9,9,0,1
269,7,10,7,7,0,1
269,6,7,6,6,1,1
269,9,5,5,5,1,1
269,6,6,6,6,0,1
269,4,11,11,11,0,1
269,10,12,10,10,1,1
269,13,5,5,5,1,1
269,11,12,11,11,1,1
269,5,0,5,5,0,1
269,2,13,13,13,0,1
269,7,12,7,7,0,1
269,5,6,6,6,0,1
269,4,12,4,4,1,1
269,12,4,12,12,0,1
269,12,3,3,3,0,1
269,11,3,3,3,1,1
269,11,11,11,11,0,1
269,11,6,6,6,0,1
269,5,13,13,13,1,1
269,10,3,3,3,0,1
269,10,6,10,10,1,1
269,7,4,4,4,0,1
269,13,2,13,13,1,1
269,13,10,13,13,1,1
269,7,3,7,7,0,1
269,4,9,4,4,0,1
269,12,8,12,12,1,1
269,1,10,10,1,0,0
269,11,1,1,1,1,1
269,9,3,9,9,1,1
269,11,12,11,11,1,1
269,5,9,5,9,1,0
269,8,9,9,9,0,1
269,7,9,9,9,0,1
269,0,8,0,0,1,1
269,6,3,6,6,0,1
269,3,11,3,3,1,1
269,7,6,7,7,1,1
269,11,7,11,11,1,1
269,6,2,2,2,0,1
269,5,6,6,6,1,1
269,8,13,8,8,0,1
269,11,11,11,11,1,1
269,8,2,2,2,1,1
269,9,10,9,9,1,1
269,7,11,7,7,1,1
269,9,4,4,4,0,1
269,3,5,5,5,0,1
269,5,12,12,12,0,1
269,4,2,4,4,1,1
269,0,9,0,0,1,1
269,8,10,8,8,0,1
269,5,12,5,5,0,1
269,1,5,1,1,0,1
269,2,2,2,2,1,1
269,13,12,12,12,0,1
269,10,1,10,10,1,1
269,8,9,9,9,0,1
269,3,11,3,3,1,1
269,13,7,7,7,1,1
269,8,5,5,5,1,1
269,3,8,8,8,0,1
269,12,13,12,12,1,1
269,2,13,2,2,1,1
269,9,1,9,9,1,1
269,9,12,9,9,0,1
269,4,3,3,3,0,1
269,12,10,12,12,1,1
269,9,7,7,9,1,0
269,7,1,7,7,1,1
269,1,12,1,1,0,1
269,9,4,4,4,0,1
269,5,8,5,5,0,1
269,11,1,11,11,1,1
270,1,6,1,6,1,0
270,8,12,8,8,0,1
270,1,1,1,1,0,1
270,0,4,4,0,0,0
270,1,13,13,13,1,1
270,11,12,11,11,0,1
270,7,3,3,3,0,1
270,10,4,4,4,0,1
270,11,11,11,11,0,1
270,13,5,13,13,1,1
270,5,0,0,0,0,1
270,11,1,11,11,1,1
270,5,10,10,5,1,0
270,8,11,8,8,0,1
270,12,6,12,12,0,1
270,13,12,12,13,1,0
270,11,9,9,9,1,1
270,9,2,2,9,1,0
270,5,6,5,6,0,0
270,5,7,5,5,0,1
270,4,2,4,4,1,1
270,9,8,8,8,0,1
270,10,4,10,10,0,1
271,2,4,2,2,1,1
271,13,12,12,12,1,1
271,8,10,10,10,0,1
271,6,12,6,6,1,1
271,0,6,0,0,0,1
271,7,4,7,7,0,1
271,1,0,0,1,1,0
271,10,9,10,10,0,1
271,2,6,2,2,1,1
271,10,1,1,1,0,1
271,10,5,10,10,1,1
271,0,2,0,0,1,1
271,9,2,9,9,0,1
271,5,13,13,13,0,1
271,7,10,7,7,0,1
271,3,6,3,3,1,1
271,2,9,9,9,0,1
271,4,8,8,8,0,1
271,10,8,10,10,1,1
271,5,4,5,5,1,1
271,8,3,8,8,0,1
271,7,6,6,6,1,1
271,4,4,4,4,1,1
271,2,1,2,2,0,1
271,10,1,1,1,1,1
271,5,2,2,2,0,1
271,3,9,9,9,0,1
271,10,8,10,10,1,1
271,7,6,6,6,0,1
271,2,4,2,2,0,1
271,5,3,3,3,0,1
271,5,10,10,10,0,1
271,2,10,10,10,0,1
271,3,13,3,3,0,1
271,13,11,13,13,0,1
271,9,2,9,9,1,1
271,11,12,11,11,0,1
271,3,1,3,1,0,0
271,2,8,8,8,1,1
271,9,13,9,13,0,0
271,7,8,7,7,1,1
271,0,12,0,0,1,1
271,9,0,0,0,1,1
271,2,4,4,4,0,1
271,1,11,11,1,1,0
271,1,0,0,0,1,1
271,1,3,3,3,0,1
271,9,4,4,4,1,1
271,9,5,5,5,0,1
271,3,4,4,4,1,1
271,1,9,1,1,0,1
271,9,5,5,5,1,1
271,1,4,1,1,0,1
271,12,0,0,0,0,1
271,9,6,9,9,1,1
271,2,8,8,8,1,1
271,0,13,0,0,1,1
271,13,0,13,13,1,1
271,6,7,7,7,0,1
271,10,2,2,2,0,1
271,4,5,4,4,1,1
271,12,2,2,2,1,1
271,9,8,8,8,1,1
271,9,1,1,1,1,1
271,8,3,3,3,1,1
271,6,6,6,6,0,1
272,2,0,0,2,0,0
272,13,6,6,6,1,1
272,13,8,8,8,1,1
272,1,4,1,1,0,1
272,0,13,0,0,0,1
272,4,7,7,7,1,1
272,2,9,2,2,1,1
272,12,7,7,7,0,1
272,7,0,0,0,0,1
272,1,0,1,1,0,1
272,12,12,12,12,0,1
272,9,8,9,9,1,1
272,10,2,10,10,0,1
272,12,13,13,13,1,1
272,10,12,12,12,0,1
272,4,1,1,1,0,1
272,5,8,8,8,1,1
272,13,6,6,6,0,1
272,11,1,11,11,0,1
272,10,3,3,3,1,1
272,4,13,13,13,1,1
272,2,6,6,6,0,1
272,7,12,7,12,1,0
272,4,3,4,4,1,1
272,12,2,2,2,0,1
272,10,7,10,10,0,1
272,5,3,5,5,0,1
272,1,3,3,3,1,1
272,11,0,0,0,0,1
272,5,4,5,5,1,1
273,7,10,7,10,0,0
273,1,11,1,1,0,1
273,1,6,6,6,1,1
273,2,4,2,2,1,1
273,5,6,6,6,0,1
273,0,7,0,0,0,1
273,4,10,10,4,0,0
273,4,4,4,4,0,1
273,1,3,3,3,0,1
273,12,2,2,2,1,1
273,13,0,0,0,0,1
273,11,13,13,13,0,1
273,12,9,9,9,1,1
273,5,11,11,11,0,1
273,12,12,12,12,1,1
273,3,0,3,3,0,1
273,9,0,0,0,1,1
273,10,0,0,0,0,1
273,7,9,7,7,0,1
273,4,0,4,4,1,1
273,2,5,2,2,0,1
273,11,8,8,8,1,1
273,11,9,9,9,0,1
273,3,9,9,9,1,1
273,2,11,2,2,0,1
273,12,5,5,5,0,1
273,6,8,8,8,1,1
273,5,8,8,5,1,0
273,10,4,4,4,1,1
273,12,9,12,12,1,1
273,11,10,11,11,1,1
273,4,1,1,1,0,1
273,7,2,7,7,0,1
273,4,13,13,13,1,1
273,8,5,5,5,0,1
273,3,13,3,3,0,1
273,13,6,6,6,0,1
273,0,6,0,0,0,1
273,10,4,4,4,0,1
273,1,11,11,1,0,0
273,13,7,7,7,1,1
273,9,12,9,9,0,1
273,10,0,0,0,0,1
273,13,12,13,13,0,1
273,13,7,7,13,1,0
273,8,3,3,3,1,1
273,10,7,10,10,1,1
273,5,7,7,7,1,1
273,7,4,7,7,1,1
273,0,12,0,0,1,1
273,2,6,6,2,0,0
273,7,9,7,7,1,1
273,3,5,3,3,1,1
273,5,0,0,0,1,1
273,9,4,4,4,0,1
273,1,6,1,1,1,1
273,2,1,1,1,0,1
273,7,10,7,7,0,1
273,5,11,11,11,1,1
273,4,11,11,11,0,1
276,4,3,3,4,1,0
276,3,0,3,3,1,1
276,13,12,13,13,0,1
277,11,4,4,4,1,1
277,10,8,8,8,0,1
277,2,4,4,4,0,1
277,3,12,3,3,1,1
277,10,2,2,2,0,1
277,7,2,2,2,1,1
277,8,9,9,9,1,1
277,8,3,3,3,1,1
277,10,1,10,10,1,1
277,4,0,0,0,0,1
277,12,1,1,1,0,1
277,8,1,1,1,0,1
277,7,0,7,7,1,1
277,2,13,13,13,0,1
277,8,12,12,12,1,1
277,4,9,9,9,0,1
277,11,6,11,11,1,1
277,12,13,12,12,1,1
277,10,6,6,6,0,1
277,2,9,2,2,1,1
277,11,7,7,11,0,0
277,10,9,9,9,0,1
277,4,12,4,4,1,1
277,3,13,13,13,1,1
277,1,7,7,7,1,1
277,0,13,0,0,0,1
277,5,1,5,5,0,1
278,8,5,8,8,1,1
278,9,12,12,12,1,1
278,10,3,3,3,1,1
278,4,11,4,4,1,1
278,7,7,7,7,0,1
278,5,12,5,5,0,1
278,13,2,13,13,1,1
278,9,2,2,9,0,0
278,7,11,11,11,0,1
278,3,13,3,3,0,1
278,8,11,11,11,1,1
278,6,3,6,6,1,1
278,9,0,0,0,0,1
278,13,8,8,8,1,1
278,9,3,3,3,1,1
278,10,13,13,13,1,1
278,2,9,9,9,0,1
278,4,9,9,9,1,1
278,4,10,4,4,0,1
278,11,1,11,11,0,1
278,6,6,6,6,0,1
278,10,11,11,11,0,1
278,12,1,1,1,1,1
278,12,9,12,12,0,1
278,8,12,12,12,1,1
278,10,3,3,3,0,1
278,12,11,11,11,1,1
278,9,5,9,9,0,1
278,7,10,7,7,0,1
278,3,2,2,2,0,1
278,11,5,5,11,0,0
278,10,7,7,7,1,1
279,8,10,8,10,1,0
279,6,2,2,2,1,1
279,10,7,7,10,0,0
279,13,6,13,13,1,1
279,2,1,1,1,0,1
279,4,10,4,10,1,0
279,5,11,11,11,1,1
279,9,10,10,10,0,1
279,9,8,8,8,1,1
279,7,9,9,9,0,1
279,13,8,13,13,1,1
279,2,0,2,2,0,1
279,4,0,4,4,1,1
279,10,6,6,6,1,1
279,9,6,6,9,0,0
279,4,10,10,10,0,1
279,9,13,13,13,0,1
279,12,11,12,12,1,1
279,7,3,3,3,0,1
279,1,6,1,1,1,1
279,12,11,12,12,0,1
279,5,9,5,5,1,1
279,2,13,2,2,1,1
279,7,4,7,7,0,1
279,3,0,0,3,1,0
279,10,4,4,4,0,1
280,12,10,10,10,1,1
280,9,11,11,11,0,1
280,8,9,9,9,0,1
280,13,10,10,13,0,0
280,13,5,13,13,1,1
280,3,2,2,3,1,0
280,7,12,12,12,1,1
284,3,12,3,3,1,1
284,11,13,13,13,1,1
284,5,6,5,6,1,0
285,1,10,1,10,0,0
285,6,3,6,6,1,1
285,1,1,1,1,0,1
285,13,10,13,13,1,1
285,9,9,9,9,0,1
285,13,12,12,12,0,1
285,8,4,8,8,0,1
285,8,6,6,6,0,1
285,3,12,3,3,1,1
285,11,4,4,4,1,1
285,4,13,4,4,0,1
285,8,4,4,8,1,0
285,5,12,12,5,0,0
285,3,6,3,3,1,1
285,13,9,9,9,1,1
285,4,10,4,4,0,1
285,2,4,4,4,0,1
285,6,0,0,0,1,1
285,1,5,1,5,0,0
285,4,11,11,11,1,1
285,2,12,12,2,0,0
286,11,0,0,0,0,1
286,2,4,4,4,1,1
286,10,5,10,10,0,1
286,1,4,1,1,1,1
286,12,6,12,12,0,1
286,3,11,3,3,1,1
286,6,3,3,3,0,1
286,8,3,3,3,0,1
286,11,5,5,5,0,1
286,5,0,5,5,0,1
286,2,13,13,13,1,1
286,12,1,12,12,0,1
286,6,6,6,6,1,1
286,5,4,5,5,1,1
286,11,10,10,10,0,1
286,3,1,1,1,0,1
286,11,3,3,3,1,1
286,8,3,3,3,1,1
286,11,6,6,6,0,1
286,5,11,5,5,1,1
286,11,13,11,11,0,1
286,1,13,1,1,1,1
286,5,3,5,5,1,1
286,3,10,3,3,0,1
286,4,0,4,4,0,1
286,0,7,0,0,0,1
286,8,2,2,2,0,1
286,6,9,9,9,1,1
286,12,7,7,7,0,1
286,5,11,5,5,1,1
287,3,7,7,7,0,1
287,11,9,11,11,0,1
287,3,12,3,3,1,1
287,11,6,6,6,0,1
287,4,11,4,11,1,0
287,4,8,8,8,0,1
287,0,11,0,0,0,1
287,8,13,8,8,1,1
287,10,5,10,10,1,1
287,5,12,5,5,0,1
287,9,3,9,9,1,1
287,9,10,9,9,1,1
287,12,5,12,12,0,1
287,12,6,6,6,1,1
287,5,12,5,5,1,1
287,13,11,11,11,0,1
287,2,4,4,4,0,1
290,0,12,0,0,1,1
290,11,10,11,11,0,1
290,13,11,13,13,1,1
290,9,9,9,9,1,1
290,1,12,1,1,0,1
290,4,7,4,4,1,1
290,2,12,12,12,0,1
290,6,12,6,12,1,0
290,10,9,9,9,1,1
290,2,9,2,2,1,1
290,8,1,1,1,0,1
290,1,13,13,13,0,1
290,9,8,9,9,1,1
290,3,11,11,11,1,1
290,6,9,6,6,1,1
290,13,3,3,3,1,1
290,13,9,13,13,0,1
