timestamp,days_from_20160101,stimchoice1,stimchoice2,stimchosen,correctidx,correct_stim,is_choice_color,chose_correct
1459763977341,94.41640440972222,14,6,6,2,6,0,1
1459764045088,94.41718851851851,6,12,6,1,6,1,1
1459764090916,94.4177189351852,1,5,1,1,1,0,1
1459764097790,94.41779849537038,6,5,6,1,6,0,1
1459764102057,94.41784788194444,8,2,2,2,2,1,1
1459764109566,94.41793479166668,8,14,14,2,14,1,1
1459764157967,94.41849498842592,14,5,5,2,5,1,1
1459764263373,94.41971496527778,12,3,12,1,12,1,1
1459764304678,94.4201930324074,11,4,4,2,4,1,1
1459764310380,94.42025902777776,14,12,12,2,12,0,1
1459764315056,94.42031314814815,1,2,1,1,1,1,1
1459764333316,94.42052449074072,11,9,9,2,9,0,1
1459764395797,94.42124765046296,10,10,10,1,10,0,1
1459764400498,94.42130206018518,2,10,10,2,10,1,1
1459764405042,94.42135465277778,2,4,4,2,4,0,1
1459764425485,94.42159126157408,14,11,14,1,14,1,1
1459764478648,94.42220657407408,6,7,7,1,6,1,0
1459764598051,94.42358855324072,13,4,13,1,13,1,1
1459764639445,94.42406765046296,5,14,14,2,14,1,1
1459764665436,94.4243684722222,13,3,3,2,3,1,1
1459764826373,94.42623116898147,14,6,6,2,6,0,1
1459764833672,94.42631564814816,7,14,14,2,14,1,1
1459764836341,94.42634653935184,9,2,9,1,9,0,1
1459764846236,94.42646106481482,9,14,9,1,9,0,1
1459764868610,94.42672002314816,14,6,14,1,14,0,1
1459764979953,94.42800871527776,6,4,4,1,6,1,0
1459765018006,94.42844914351852,10,4,4,2,4,1,1
1459765415427,94.43304892361112,5,8,8,2,8,0,1
1459765425282,94.43316298611111,10,13,13,2,13,1,1
1459765583444,94.43499356481482,1,10,1,1,1,0,1
1459765670915,94.43600596064816,10,4,10,1,10,1,1
1459766305547,94.44335123842592,11,5,5,2,5,1,1
1459766307549,94.44337440972222,10,10,10,1,10,1,1
1459766311720,94.44342268518518,4,3,4,1,4,1,1
1459766371241,94.44411158564816,6,5,5,2,5,1,1
1459766375556,94.44416152777778,2,10,2,1,2,0,1
1459766415516,94.44462402777778,8,13,8,1,8,1,1
1459766446226,94.4449794675926,14,8,14,1,14,0,1
1459766477570,94.44534224537036,5,2,2,2,2,1,1
1459766517110,94.44579988425926,12,12,12,1,12,0,1
1459766559018,94.44628493055556,6,2,6,1,6,0,1
1459766563094,94.44633210648148,13,10,13,1,13,1,1
1459766617607,94.44696304398148,4,7,4,1,4,1,1
1459766752876,94.4485286574074,11,5,11,1,11,1,1
1459766787553,94.44893001157408,5,7,5,1,5,0,1
1459766792767,94.4489903587963,6,14,6,1,6,0,1
1459766809650,94.44918576388888,13,4,4,2,4,0,1
1459767649614,94.45890756944443,4,3,4,1,4,0,1
1459768056366,94.46361534722224,8,13,8,1,8,1,1
1459768162981,94.46484931712962,9,4,9,1,9,1,1
1459768343774,94.46694182870372,9,14,14,2,14,0,1
1459768464461,94.46833866898147,12,10,12,1,12,1,1
1459768472423,94.46843082175928,12,2,2,1,12,1,0
1459768475577,94.46846732638888,2,11,11,2,11,1,1
1459768499600,94.46874537037036,2,8,2,1,2,0,1
1459768557699,94.4694178125,4,12,12,2,12,0,1
1459768602310,94.46993414351851,13,10,10,2,10,1,1
1459768656404,94.47056023148149,11,1,11,1,11,0,1
1459768663313,94.47064019675926,12,3,12,1,12,1,1
1459768727440,94.47138240740742,8,3,3,2,3,1,1
1459768735009,94.47147001157408,6,13,13,2,13,1,1
1459768745727,94.4715940625,3,7,7,2,7,0,1
1459768768288,94.47185518518518,13,9,9,2,9,1,1
1459768776477,94.47194996527776,13,8,8,2,8,0,1
1459768790132,94.47210800925926,10,14,10,1,10,1,1
1459768792335,94.47213350694445,8,13,13,2,13,1,1
1459768827763,94.47254355324074,10,2,10,1,10,1,1
1459768872712,94.4730637962963,4,14,14,2,14,0,1
1459768883734,94.47319136574076,11,10,11,2,10,1,0
1459768891004,94.47327550925924,7,14,7,1,7,0,1
1459769072509,94.47537626157408,1,4,1,1,1,1,1
