timestamp,days_from_20160101,stimchoice1,stimchoice2,stimchoice3,stimchoice4,stimchosen,correctidx,correct_stim,is_choice_color,chose_correct
1481881597000,350.4073726851852,5,7,10,14,14,2,7,0,0
1481882050000,350.41261574074076,4,14,7,11,7,2,14,1,0
1481882195000,350.4142939814815,6,14,7,9,6,2,14,0,0
1481882275000,350.4152199074074,10,14,9,11,14,2,14,0,1
1481882279000,350.4152662037037,6,8,5,13,13,4,13,0,1
1481882418000,350.416875,8,5,14,11,5,2,5,1,1
1481882665000,350.41973379629627,4,3,8,2,3,2,3,0,1
1481882674000,350.41983796296296,11,5,6,13,6,2,5,1,0
1481882874000,350.4221527777778,14,10,3,8,3,2,10,1,0
1481882942000,350.4229398148148,8,2,3,4,4,2,2,1,0
1481887081000,350.4708449074074,7,1,3,11,1,4,11,1,0
1481887090000,350.4709490740741,3,12,10,14,3,2,12,0,0
1481887096000,350.4710185185185,7,13,11,9,13,3,11,1,0
1481887099000,350.47105324074073,2,1,9,10,1,2,1,0,1
1481887119000,350.4712847222222,12,7,6,4,12,2,7,0,0
1481887140000,350.4715277777778,7,9,4,2,9,1,7,0,0
1481887163000,350.4717939814815,2,3,10,13,10,2,3,0,0
1481887167000,350.4718402777778,13,8,7,6,8,2,8,1,1
1481887200000,350.47222222222223,5,3,9,7,9,4,7,1,0
1481887208000,350.4723148148148,8,10,9,6,10,3,9,1,0
1481887212000,350.4723611111111,14,10,5,12,5,3,5,1,1
1481887228000,350.4725462962963,4,10,11,6,4,3,11,0,0
1481887247000,350.4727662037037,5,2,12,3,5,3,12,0,0
1481887360000,350.47407407407405,12,5,9,2,5,3,9,1,0
1481887432000,350.4749074074074,8,4,9,7,9,4,7,0,0
1481888534000,350.487662037037,12,11,4,6,6,2,11,0,0
1481888643000,350.4889236111111,7,8,9,11,8,3,9,1,0
1481888654000,350.48905092592594,5,12,11,2,12,4,2,0,0
1481888803000,350.490775462963,6,11,7,9,7,1,6,1,0
1481888814000,350.49090277777776,11,9,13,12,13,4,12,0,0
1481888821000,350.4909837962963,12,3,7,2,12,3,7,1,0
1481889008000,350.4931481481481,8,13,2,3,13,2,13,1,1
1481891404000,350.52087962962963,9,14,12,5,14,2,14,0,1
1481891423000,350.52109953703706,13,3,2,10,10,2,3,1,0
1481892202000,350.53011574074077,6,10,8,4,10,2,10,0,1
1481892205000,350.530150462963,10,6,2,3,3,2,6,0,0
1481892324000,350.5315277777778,9,6,3,11,3,2,6,0,0
1481893293000,350.54274305555555,4,10,14,6,10,2,10,1,1
1481894100000,350.5520833333333,10,5,8,12,8,2,5,0,0
1481894340000,350.5548611111111,3,13,11,12,3,2,13,1,0
1481894347000,350.55494212962964,11,14,3,5,3,2,14,1,0
1481894368000,350.55518518518517,11,12,14,4,4,1,11,1,0
1481894430000,350.55590277777776,10,11,13,2,13,3,13,0,1
1481894449000,350.5561226851852,13,11,6,7,6,4,7,0,0
1481894481000,350.55649305555556,5,7,2,3,5,2,7,0,0
1481894484000,350.5565277777778,3,12,4,11,11,2,12,0,0
1481894501000,350.55672453703704,2,9,11,3,9,2,9,1,1
1481894567000,350.55748842592595,10,4,11,5,4,2,4,1,1
1481894613000,350.55802083333333,7,3,6,2,7,4,2,1,0
1481894792000,350.5600925925926,11,14,5,2,2,2,14,0,0
1481894807000,350.5602662037037,3,11,9,6,6,4,6,1,1
1481894809000,350.56028935185185,12,9,14,6,12,2,9,0,0
1481894813000,350.56033564814817,6,12,7,5,12,3,7,0,0
1481894818000,350.56039351851854,12,11,6,13,11,2,11,0,1
1481895264000,350.56555555555553,13,3,5,7,3,2,3,0,1
1481897441000,350.59075231481484,6,2,7,9,2,1,6,1,0
1481897467000,350.59105324074073,3,10,11,13,3,2,10,1,0
1481897533000,350.59181712962965,10,3,5,4,3,3,5,0,0
1481897672000,350.59342592592594,7,5,14,6,7,2,5,0,0
1481897748000,350.59430555555554,1,6,7,5,1,1,1,1,1
1481897767000,350.59452546296296,6,7,10,3,7,2,7,1,1
1481897802000,350.59493055555555,14,2,6,12,2,4,12,0,0
1481897972000,350.59689814814817,10,14,7,3,3,2,14,1,0
1481897979000,350.59697916666664,2,8,5,4,8,3,5,0,0
1481898483000,350.6028125,13,5,6,1,1,4,1,0,1
1481898843000,350.6069791666667,6,8,11,9,6,2,8,0,0
1481898911000,350.6077662037037,6,11,13,10,11,2,11,1,1
1481900655000,350.6279513888889,7,9,4,14,4,2,9,1,0
1481900696000,350.6284259259259,13,11,4,8,13,4,8,0,0
1481900719000,350.62869212962966,8,12,10,4,8,2,12,0,0
1481900723000,350.6287384259259,2,13,14,8,8,2,13,1,0
1481900737000,350.628900462963,7,12,8,11,11,4,11,1,1
1481900740000,350.6289351851852,14,6,5,8,6,3,5,1,0
1481900749000,350.6290393518519,9,7,10,2,7,2,7,0,1
1481901025000,350.6322337962963,13,14,5,1,1,2,14,1,0
1482314037000,355.41246527777776,13,2,12,9,13,1,13,0,1
1482314135000,355.41359953703704,8,14,3,12,8,4,12,1,0
1482314154000,355.41381944444447,13,10,14,8,14,3,14,0,1
1482314246000,355.4148842592593,13,9,12,10,12,1,13,0,0
1482314260000,355.4150462962963,6,7,12,2,7,2,7,0,1
1482314266000,355.41511574074076,12,3,13,9,9,2,3,1,0
1482314284000,355.4153240740741,5,9,8,4,8,2,9,1,0
1482314306000,355.4155787037037,9,3,14,7,14,4,7,1,0
1482314324000,355.41578703703703,13,8,7,14,13,1,13,0,1
1482314356000,355.4161574074074,11,14,9,13,11,2,14,1,0
1482314388000,355.4165277777778,13,14,3,8,3,2,14,1,0
1482314397000,355.4166319444444,13,9,10,5,13,1,13,0,1
1482314455000,355.41730324074075,6,11,4,9,11,3,4,0,0
1482314481000,355.41760416666665,14,11,12,10,10,1,14,1,0
1482314493000,355.41774305555555,1,3,4,7,1,4,7,1,0
1482314501000,355.4178356481481,4,2,5,13,4,4,13,0,0
1482314524000,355.4181018518519,10,9,8,6,6,1,10,0,0
1482314620000,355.41921296296294,5,11,12,9,9,4,9,1,1
1482314641000,355.41945601851853,9,8,12,11,12,4,11,1,0
1482314672000,355.4198148148148,3,8,6,4,4,3,6,0,0
1482314703000,355.4201736111111,9,7,4,14,4,4,14,1,0
1482314764000,355.4208796296296,9,10,4,11,4,2,10,1,0
1482314827000,355.4216087962963,11,9,14,7,11,1,11,0,1
1482314845000,355.42181712962963,7,10,8,1,1,4,1,0,1
1482314861000,355.4220023148148,9,6,8,2,9,1,9,1,1
1482314885000,355.4222800925926,2,10,7,13,13,4,13,0,1
1482314888000,355.4223148148148,3,14,6,9,6,1,3,0,0
1482314892000,355.4223611111111,10,2,7,11,7,3,7,1,1
1482314915000,355.4226273148148,10,7,6,9,6,4,9,1,0
1482314983000,355.4234143518519,14,7,9,12,7,2,7,1,1
1482314990000,355.42349537037035,5,3,6,11,3,1,5,0,0
1482314993000,355.4235300925926,11,6,14,1,1,4,1,1,1
1482315004000,355.4236574074074,10,2,13,6,6,3,13,0,0
1482315096000,355.4247222222222,5,4,2,14,2,4,14,1,0
1482315099000,355.4247569444444,3,4,2,12,2,3,2,1,1
1482315205000,355.4259837962963,7,5,13,9,7,1,7,0,1
1482315216000,355.4261111111111,2,7,12,11,11,4,11,0,1
1482315304000,355.42712962962963,4,7,8,6,8,2,7,0,0
1482315371000,355.4279050925926,8,3,9,2,3,3,9,1,0
1482315408000,355.42833333333334,9,10,11,7,9,2,10,1,0
1482315412000,355.4283796296296,2,3,12,10,2,4,10,0,0
1482315498000,355.429375,7,8,4,6,6,4,6,1,1
1482315554000,355.43002314814817,9,10,5,7,5,4,7,0,0
1482315606000,355.430625,8,5,3,11,8,1,8,0,1
1482315612000,355.43069444444444,14,6,11,2,2,3,11,1,0
1482316065000,355.4359375,12,7,10,11,7,2,7,1,1
1482316099000,355.4363310185185,8,11,13,3,8,1,8,1,1
1482316101000,355.43635416666666,8,5,3,6,3,2,5,0,0
1482316110000,355.43645833333335,11,6,3,13,6,1,11,0,0
1482316130000,355.4366898148148,11,10,14,4,11,2,10,1,0
1482316797000,355.44440972222225,5,9,3,11,5,2,9,0,0
1482316874000,355.44530092592595,2,12,4,14,4,2,12,1,0
1482316891000,355.44549768518516,11,12,14,10,11,2,12,0,0
1482316942000,355.44608796296296,10,9,13,6,9,2,9,0,1
1482316958000,355.4462731481481,8,13,11,10,10,2,13,1,0
1482317001000,355.44677083333335,13,10,12,14,13,2,10,1,0
1482317015000,355.44693287037035,11,4,8,3,11,1,11,1,1
1482317055000,355.44739583333336,4,14,5,9,9,4,9,0,1
1482317062000,355.44747685185183,11,12,8,13,11,2,12,0,0
1482317126000,355.4482175925926,4,6,3,7,7,4,7,1,1
1482317198000,355.4490509259259,6,1,12,7,1,2,1,0,1
1482317202000,355.44909722222224,10,4,14,13,14,2,4,0,0
1482317237000,355.4495023148148,9,10,5,7,9,4,7,1,0
1482317245000,355.4495949074074,3,11,8,10,10,4,10,0,1
1482317283000,355.4500347222222,1,13,12,10,1,1,1,1,1
1482317353000,355.45084490740743,11,3,9,4,11,1,11,1,1
1482317400000,355.4513888888889,5,2,9,7,7,4,7,1,1
1482317519000,355.45276620370373,13,6,3,14,6,1,13,1,0
1482317561000,355.4532523148148,8,7,5,13,5,1,8,1,0
1482317601000,355.4537152777778,8,12,4,5,4,2,12,1,0
1482317607000,355.4537847222222,6,3,12,11,3,4,11,1,0
1482317625000,355.45399305555554,6,9,1,5,1,3,1,0,1
1482317758000,355.4555324074074,2,7,6,10,2,2,7,0,0
1482317776000,355.45574074074074,6,4,7,11,11,4,11,1,1
1482317929000,355.4575115740741,9,10,8,5,9,2,10,1,0
1482318191000,355.46054398148146,3,11,7,6,11,3,7,0,0
1482318253000,355.46126157407406,1,14,6,3,1,1,1,0,1
1482318263000,355.4613773148148,13,5,9,4,13,3,9,1,0
1482318436000,355.4633796296296,13,2,10,6,10,4,6,1,0
1482320312000,355.4850925925926,9,12,2,3,12,4,3,0,0
1482322298000,355.5080787037037,9,8,10,4,4,4,4,0,1
1482322308000,355.5081944444444,7,11,13,9,13,4,9,1,0
1482322316000,355.50828703703706,7,9,12,6,6,2,9,0,0
1482328900000,355.58449074074076,11,4,13,9,4,4,9,1,0
1482330612000,355.6043055555556,14,3,10,7,14,4,7,0,0
1482330632000,355.60453703703706,7,12,13,14,13,4,14,1,0
1482330652000,355.60476851851854,7,14,10,12,12,3,10,1,0
1482330658000,355.60483796296296,2,9,10,6,9,2,9,0,1
1482330783000,355.6062847222222,5,8,9,12,5,2,8,0,0
1482331800000,355.61805555555554,6,10,3,12,12,3,3,1,0
1482332395000,355.62494212962963,4,5,9,8,8,2,5,0,0
1482332433000,355.6253819444444,9,7,8,12,12,3,8,0,0
1482332477000,355.6258912037037,13,8,2,5,8,1,13,1,0
1482332483000,355.6259606481481,10,12,11,2,10,3,11,0,0
1482332707000,355.62855324074076,14,8,9,2,14,3,9,1,0
1482333155000,355.6337384259259,14,4,11,5,5,3,11,0,0
1482334561000,355.6500115740741,6,8,12,11,11,4,11,0,1
1482334580000,355.65023148148146,14,11,5,4,11,2,11,1,1
1482334592000,355.65037037037035,12,6,8,4,8,3,8,0,1
1482334594000,355.6503935185185,14,3,9,13,3,4,13,0,0
1482335729000,355.66353009259257,10,12,7,5,10,1,10,0,1
1482335738000,355.66363425925925,14,4,5,6,14,1,14,0,1
1482337249000,355.6811226851852,10,8,4,7,10,4,7,1,0
1482337330000,355.6820601851852,4,13,11,2,2,2,13,1,0
1483616931000,370.4922569444444,3,10,14,9,10,2,10,0,1
1483616981000,370.4928356481482,14,11,12,4,4,3,12,1,0
1483616997000,370.49302083333333,7,9,6,10,6,1,7,0,0
1483617105000,370.49427083333336,1,12,4,3,1,1,1,1,1
1483617141000,370.4946875,14,9,6,3,3,1,14,0,0
1483617232000,370.49574074074076,8,1,7,2,1,2,1,0,1
1483617237000,370.4957986111111,10,11,6,8,6,2,11,1,0
1483617270000,370.49618055555555,4,5,3,14,3,4,14,0,0
1483617306000,370.49659722222225,7,12,2,14,14,3,2,1,0
1483617343000,370.49702546296294,4,14,11,12,14,4,12,0,0
1483617621000,370.50024305555553,10,4,9,3,4,1,10,1,0
1483618331000,370.5084606481482,3,4,13,8,4,2,4,0,1
1483618336000,370.50851851851854,10,11,14,13,14,4,13,0,0
1483619576000,370.52287037037036,13,12,6,5,12,2,12,1,1
1483619749000,370.5248726851852,11,5,2,9,5,1,11,1,0
1483619806000,370.5255324074074,11,7,4,5,7,1,11,1,0
1483619842000,370.52594907407405,9,12,14,6,12,2,12,1,1
1483619891000,370.5265162037037,12,3,11,6,12,3,11,0,0
1483619925000,370.52690972222223,11,3,8,9,9,2,3,1,0
1483619932000,370.52699074074076,14,5,11,10,10,2,5,0,0
1483619947000,370.52716435185187,12,7,2,13,2,2,7,0,0
1483620026000,370.5280787037037,1,9,2,8,1,1,1,0,1
1483620152000,370.529537037037,11,5,3,8,5,2,5,0,1
1483620292000,370.5311574074074,6,8,5,11,6,1,6,1,1
1483620311000,370.5313773148148,5,4,1,12,1,3,1,0,1
1483620605000,370.5347800925926,10,14,4,6,6,4,6,1,1
1483620700000,370.5358796296296,6,13,11,4,4,3,11,0,0
1483620749000,370.53644675925926,9,6,3,8,3,2,6,0,0
1483620786000,370.536875,7,3,6,9,3,1,7,0,0
1483620805000,370.5370949074074,5,8,13,12,8,2,8,1,1
1483620835000,370.53744212962965,12,4,2,3,4,4,3,1,0
1483620841000,370.5375115740741,3,12,2,9,12,2,12,0,1
1483620933000,370.5385763888889,11,6,14,5,14,1,11,1,0
1483620955000,370.5388310185185,13,10,14,5,10,2,10,1,1
1483621028000,370.5396759259259,2,8,12,13,13,2,8,0,0
1483621059000,370.54003472222223,6,14,2,4,2,2,14,0,0
1483622104000,370.55212962962963,4,13,9,14,13,3,9,1,0
1483622219000,370.55346064814813,3,14,10,6,10,4,6,0,0
1483624964000,370.58523148148146,3,9,14,2,3,4,2,0,0
1483624991000,370.58554398148146,10,3,4,11,10,4,11,0,0
1483625312000,370.5892592592593,4,11,14,2,4,3,14,1,0
1483626030000,370.59756944444445,10,6,9,12,12,2,6,0,0
1483626140000,370.5988425925926,9,8,3,12,9,4,12,1,0
1483626150000,370.5989583333333,4,6,2,13,2,4,13,0,0
1483626183000,370.5993402777778,6,9,4,11,6,3,4,1,0
1483627357000,370.61292824074076,8,14,3,2,2,4,2,0,1
1483632215000,370.6691550925926,12,5,9,11,11,2,5,1,0
1483632227000,370.6692939814815,8,14,11,4,11,3,11,0,1
1483632301000,370.67015046296297,3,6,1,11,1,4,11,1,0
1483632332000,370.67050925925923,4,13,2,12,13,3,2,0,0
1483632353000,370.6707523148148,2,3,12,10,12,3,12,0,1
1483632532000,370.6728240740741,11,7,9,6,6,1,11,0,0
1483632721000,370.67501157407406,13,11,4,5,5,2,11,1,0
1483632727000,370.67508101851854,10,3,4,14,10,4,14,0,0
1483632759000,370.6754513888889,12,8,10,3,10,1,12,1,0
1483632771000,370.67559027777776,9,12,13,7,12,2,12,1,1
1483632816000,370.6761111111111,13,11,7,9,9,2,11,1,0
1483632842000,370.67641203703704,3,12,14,11,11,4,11,0,1
1483632888000,370.6769444444444,12,6,10,7,12,1,12,1,1
1483632923000,370.67734953703706,12,6,8,9,12,1,12,1,1
1483632939000,370.6775347222222,5,3,13,9,9,1,5,1,0
1483632953000,370.6776967592593,2,6,1,3,1,3,1,0,1
1483632971000,370.6779050925926,6,9,5,8,9,3,5,0,0
1483633145000,370.6799189814815,10,2,9,8,9,2,2,1,0
1483633197000,370.68052083333333,6,12,5,4,4,3,5,0,0
1483633585000,370.68501157407405,3,6,10,4,10,1,3,1,0
1483633598000,370.68516203703706,2,8,10,12,2,1,2,0,1
1483633603000,370.68521990740743,2,12,10,7,10,4,7,0,0
1483633952000,370.68925925925925,14,6,7,8,14,1,14,1,1
1483634040000,370.6902777777778,4,9,2,14,14,3,2,0,0
1483634048000,370.6903703703704,10,9,4,13,13,4,13,1,1
1483634152000,370.6915740740741,8,11,12,9,9,4,9,1,1
1483635237000,370.70413194444444,4,3,6,2,6,3,6,1,1
1483635272000,370.704537037037,13,9,14,4,14,2,9,1,0
1483635294000,370.70479166666667,12,9,14,4,9,2,9,0,1
1483635553000,370.70778935185183,6,8,10,4,6,2,8,1,0
1483635620000,370.7085648148148,6,5,14,3,14,2,5,0,0
1483635626000,370.70863425925927,8,10,9,14,14,4,14,1,1
1483637815000,370.7339699074074,12,7,13,6,6,4,6,1,1
1483637857000,370.73445601851853,1,8,10,11,1,1,1,0,1
1483638044000,370.73662037037036,12,8,5,3,12,3,5,1,0
1483638050000,370.73668981481484,11,12,6,2,12,2,12,0,1
1483638109000,370.73737268518516,14,10,11,9,14,1,14,1,1
1483638298000,370.7395601851852,10,9,11,12,10,4,12,1,0
1483639313000,370.7513078703704,9,14,3,7,9,4,7,0,0
1483696258000,371.4103935185185,3,8,7,12,3,3,7,1,0
1483696266000,371.4104861111111,7,14,4,12,12,1,7,1,0
1483696286000,371.4107175925926,13,8,2,11,13,2,8,1,0
1483696305000,371.4109375,13,5,2,8,13,4,8,0,0
1483696320000,371.4111111111111,14,8,5,12,14,2,8,1,0
1483696363000,371.4116087962963,11,12,2,6,11,2,12,0,0
1483696388000,371.41189814814817,2,14,3,7,7,4,7,1,1
1483696431000,371.41239583333333,10,12,4,13,4,4,13,0,0
1483696452000,371.41263888888886,10,5,14,3,10,1,10,1,1
1483696466000,371.4128009259259,8,4,14,2,2,4,2,0,1
1483696481000,371.41297453703703,10,6,5,7,10,4,7,0,0
