days_from_20160101,stimchoice1,stimchoice2,stimchosen,correct_stim,is_choice_color,chose_correct
34,4,3,4,3,1,0
34,5,11,11,11,1,1
34,0,6,0,0,0,1
34,12,8,8,8,0,1
34,11,0,0,0,0,1
34,1,2,2,2,1,1
34,7,3,3,3,1,1
34,12,8,12,12,1,1
34,1,6,6,6,0,1
34,5,1,5,5,1,1
34,5,0,5,5,0,1
34,6,9,6,6,1,1
34,10,13,13,13,1,1
34,11,9,9,9,0,1
34,9,4,9,9,0,1
34,8,10,10,10,0,1
34,13,8,13,13,0,1
34,13,1,1,1,0,1
34,12,7,12,12,0,1
34,4,9,4,4,0,1
34,3,2,3,3,0,1
34,4,9,9,9,1,1
34,2,4,4,4,1,1
34,9,8,8,8,1,1
34,0,6,0,0,0,1
34,12,11,12,12,1,1
34,8,12,12,8,0,0
34,2,11,2,2,0,1
34,5,11,5,5,1,1
34,12,2,2,12,0,0
34,2,1,1,1,0,1
34,4,10,4,4,0,1
34,10,6,6,6,1,1
34,5,11,11,11,1,1
34,5,11,5,5,1,1
34,3,6,3,3,1,1
34,12,3,3,3,0,1
34,5,6,6,6,1,1
34,12,5,12,12,0,1
34,0,8,0,0,1,1
34,2,11,11,11,0,1
34,9,4,9,9,0,1
34,1,9,9,1,0,0
34,7,5,5,5,0,1
34,12,3,3,3,1,1
34,11,1,11,1,1,0
34,10,1,1,1,0,1
34,12,7,7,12,1,0
34,8,13,13,13,0,1
34,11,5,11,11,0,1
34,2,5,5,5,0,1
34,5,2,5,5,1,1
34,2,10,10,2,0,0
34,2,9,9,9,0,1
34,8,10,10,10,0,1
34,7,11,11,11,1,1
34,9,3,9,9,1,1
34,7,1,7,7,1,1
34,13,8,13,13,0,1
34,11,6,11,11,1,1
34,11,3,3,11,0,0
34,13,11,11,11,0,1
34,3,0,0,0,1,1
34,12,10,10,10,1,1
34,3,13,13,3,1,0
34,1,0,1,1,1,1
34,6,10,10,10,0,1
34,9,7,7,7,0,1
34,9,6,9,6,1,0
34,1,8,1,1,0,1
34,12,2,2,2,0,1
34,2,9,2,2,1,1
34,5,4,5,5,0,1
34,7,12,12,12,0,1
34,2,13,13,13,0,1
34,2,5,5,5,1,1
34,0,1,1,0,1,0
35,4,0,0,0,1,1
35,13,3,3,13,0,0
35,10,2,10,10,1,1
35,7,10,10,10,0,1
35,1,0,0,0,0,1
35,2,4,4,4,0,1
35,8,11,8,8,1,1
35,12,3,3,3,1,1
35,3,1,1,1,0,1
35,8,6,8,6,1,0
35,9,2,2,2,0,1
35,11,8,11,11,1,1
35,3,13,13,13,1,1
35,2,6,6,6,0,1
35,7,0,0,0,0,1
35,4,6,6,6,1,1
35,11,11,11,11,0,1
35,5,2,5,5,0,1
35,9,2,2,2,0,1
35,9,10,10,10,0,1
35,11,13,11,11,0,1
35,3,4,3,3,1,1
35,9,11,11,11,0,1
35,13,3,13,13,0,1
35,6,9,6,6,1,1
35,8,9,9,9,1,1
35,3,13,3,3,1,1
35,12,10,12,12,1,1
35,13,10,13,13,0,1
35,11,7,7,7,0,1
35,3,2,3,3,0,1
35,5,6,5,5,1,1
35,6,10,6,6,0,1
35,11,13,13,13,0,1
35,6,8,8,6,1,0
35,4,8,8,8,0,1
35,1,12,12,1,1,0
35,8,9,9,9,0,1
35,5,2,5,5,0,1
35,4,2,4,4,1,1
35,5,10,10,10,1,1
35,3,11,11,11,0,1
35,3,13,3,3,0,1
35,5,3,3,3,0,1
35,1,5,5,5,0,1
35,4,13,4,4,1,1
35,13,12,13,13,1,1
35,12,7,7,7,1,1
35,10,10,10,10,0,1
35,9,5,5,5,0,1
35,12,6,12,12,1,1
35,13,6,6,6,0,1
35,7,10,10,10,0,1
35,1,10,10,10,1,1
35,2,10,10,10,0,1
35,6,13,6,6,1,1
35,10,7,10,10,1,1
35,5,3,5,5,0,1
35,2,10,2,2,0,1
35,9,4,9,9,1,1
35,9,6,6,6,0,1
35,10,10,10,10,0,1
35,1,9,1,1,1,1
35,4,0,4,4,1,1
35,0,4,0,0,1,1
35,1,2,1,1,1,1
35,4,5,5,5,0,1
35,7,8,7,7,1,1
35,13,3,13,13,1,1
40,0,10,0,0,1,1
40,1,4,1,1,0,1
40,9,2,9,9,1,1
40,3,6,6,6,1,1
40,2,1,1,1,1,1
40,5,3,5,3,1,0
40,13,5,5,5,0,1
40,8,3,3,3,0,1
40,8,10,10,10,0,1
40,2,6,6,6,1,1
40,5,6,5,6,0,0
40,2,13,13,13,0,1
40,11,6,11,11,1,1
40,7,3,7,3,1,0
40,0,1,0,0,1,1
40,11,3,3,3,0,1
40,7,9,7,9,1,0
40,0,13,0,0,1,1
40,4,1,4,4,0,1
40,2,13,13,13,0,1
40,6,5,5,5,0,1
40,4,8,8,8,1,1
40,1,2,2,2,1,1
40,12,1,1,1,0,1
40,10,12,10,10,0,1
40,7,5,7,5,0,0
40,5,12,5,5,0,1
40,8,9,9,9,0,1
40,7,2,7,7,1,1
40,13,5,13,13,1,1
40,11,12,11,11,0,1
40,4,5,4,4,0,1
40,10,5,5,10,0,0
40,0,8,0,0,1,1
40,9,11,11,11,0,1
40,2,3,2,2,1,1
40,2,9,9,9,0,1
40,9,11,9,11,1,0
40,6,5,5,5,0,1
40,11,11,11,11,1,1
40,7,6,7,7,0,1
40,5,8,8,8,1,1
40,8,12,12,12,0,1
40,3,5,3,3,0,1
40,10,11,11,11,0,1
40,4,7,4,7,0,0
40,12,9,12,12,0,1
40,13,1,13,13,1,1
40,11,0,11,11,1,1
40,10,5,5,5,0,1
40,2,4,2,2,0,1
40,1,0,1,1,0,1
40,5,7,7,7,0,1
40,2,5,5,5,1,1
40,11,12,12,12,1,1
40,5,7,5,5,0,1
40,8,7,8,8,1,1
40,10,1,1,1,0,1
40,2,3,3,3,1,1
40,4,8,4,4,0,1
40,6,0,0,0,0,1
40,10,7,10,10,0,1
40,1,4,4,4,1,1
40,12,4,4,4,1,1
40,6,13,13,13,0,1
40,3,9,3,3,1,1
40,8,1,1,1,1,1
40,7,4,4,4,1,1
40,6,8,6,6,0,1
40,12,3,12,12,0,1
40,13,6,6,6,0,1
40,9,13,13,13,0,1
40,4,11,4,4,0,1
40,7,9,7,7,1,1
40,11,12,11,11,0,1
40,4,13,13,13,0,1
40,8,2,2,2,1,1
40,3,4,3,3,1,1
40,7,8,8,8,1,1
41,0,1,0,0,1,1
41,11,10,11,11,0,1
41,0,6,0,0,1,1
41,2,0,0,0,1,1
41,12,2,12,12,0,1
41,3,1,3,3,1,1
41,10,13,13,10,0,0
41,4,5,4,4,0,1
41,5,1,5,5,0,1
41,5,11,11,11,0,1
41,13,4,4,13,0,0
41,11,4,4,4,1,1
41,6,8,6,6,0,1
41,6,2,6,6,0,1
41,4,8,4,8,1,0
41,10,1,10,10,0,1
41,1,1,1,1,1,1
41,3,1,3,3,1,1
41,13,2,13,2,0,0
41,8,0,0,0,1,1
41,1,9,1,1,0,1
41,13,7,7,7,0,1
41,10,2,10,10,0,1
41,2,9,9,9,1,1
41,1,13,1,1,1,1
41,5,3,5,5,0,1
41,1,4,4,4,0,1
41,12,11,11,11,0,1
41,13,1,13,1,0,0
41,13,11,13,13,1,1
41,2,3,2,2,0,1
41,11,8,11,11,0,1
41,8,0,8,8,0,1
41,6,0,6,6,0,1
41,7,3,7,7,0,1
41,6,10,10,10,1,1
41,8,6,8,8,0,1
41,12,11,12,12,1,1
41,9,4,9,9,0,1
41,7,1,7,7,0,1
41,2,6,6,6,1,1
41,7,5,5,5,0,1
41,2,13,2,2,1,1
41,4,2,2,2,0,1
41,3,2,3,3,0,1
41,7,8,8,8,1,1
41,11,5,5,5,1,1
41,8,7,7,7,0,1
41,3,12,12,12,0,1
41,3,1,3,3,0,1
41,12,9,12,12,0,1
41,4,3,4,4,0,1
41,7,6,7,7,1,1
41,10,12,12,12,0,1
41,10,4,10,10,1,1
41,2,9,9,9,0,1
41,4,11,11,11,1,1
41,2,9,9,9,0,1
41,9,5,5,5,0,1
41,5,10,5,5,1,1
41,1,0,1,0,1,0
41,8,9,9,9,1,1
41,11,2,2,2,1,1
41,10,9,10,10,1,1
41,12,2,12,12,1,1
41,5,11,11,11,0,1
41,2,7,2,2,1,1
41,12,3,12,12,1,1
41,12,12,12,12,1,1
41,6,8,8,8,1,1
41,13,0,0,13,1,0
41,13,4,13,13,1,1
41,6,10,6,6,1,1
41,12,3,12,12,1,1
42,9,2,2,2,0,1
42,6,6,6,6,0,1
42,12,10,10,10,1,1
42,7,1,7,7,0,1
42,1,9,9,9,0,1
42,1,8,1,1,0,1
42,13,6,6,6,1,1
42,12,4,12,12,1,1
42,7,6,6,6,0,1
42,10,2,2,2,1,1
42,6,3,6,6,0,1
42,2,8,8,8,0,1
42,6,0,0,0,1,1
42,12,12,12,12,0,1
42,11,6,6,6,0,1
42,10,6,6,6,1,1
42,13,4,13,13,1,1
42,4,3,3,3,0,1
42,13,7,13,13,1,1
42,1,9,9,9,0,1
42,10,7,10,10,0,1
42,13,9,13,13,1,1
42,9,3,9,9,1,1
42,4,12,12,12,0,1
42,7,7,7,7,0,1
42,0,1,0,0,1,1
42,2,4,2,2,1,1
42,2,4,2,2,0,1
42,6,9,6,6,1,1
42,2,4,2,2,1,1
42,7,2,2,2,1,1
42,11,0,11,11,1,1
42,3,11,3,3,1,1
42,13,1,1,1,1,1
42,12,2,2,2,0,1
42,9,12,12,12,0,1
42,9,13,13,13,1,1
42,8,7,7,7,0,1
42,10,1,10,10,0,1
42,7,10,10,10,0,1
42,8,0,0,0,1,1
42,2,13,2,13,1,0
42,7,4,4,4,1,1
42,12,4,12,12,1,1
42,4,13,4,4,1,1
42,5,3,5,5,0,1
42,5,4,5,5,0,1
42,6,8,8,8,0,1
42,2,12,2,12,0,0
42,4,1,4,4,0,1
42,8,2,8,8,1,1
42,6,7,6,6,1,1
42,10,0,0,0,0,1
42,3,5,3,3,0,1
42,0,1,0,0,1,1
42,13,10,10,13,0,0
42,2,2,2,2,0,1
42,5,1,5,5,0,1
42,12,12,12,12,1,1
42,5,2,5,5,0,1
42,6,8,8,8,0,1
42,10,4,10,10,1,1
42,0,4,0,0,1,1
42,10,13,13,13,0,1
42,7,9,9,7,0,0
42,3,1,3,3,1,1
42,3,12,3,3,0,1
42,5,2,2,2,1,1
42,8,7,7,7,1,1
42,2,1,1,1,0,1
42,1,1,1,1,0,1
42,4,7,4,4,1,1
42,7,10,10,10,1,1
42,13,11,13,13,1,1
42,9,11,9,9,0,1
42,1,10,1,1,1,1
42,1,4,1,1,0,1
42,11,0,0,0,1,1
42,13,2,2,2,0,1
42,2,6,6,6,1,1
42,5,8,5,5,1,1
42,4,0,4,4,1,1
42,3,11,11,3,0,0
42,7,2,7,7,0,1
42,9,0,9,9,1,1
42,12,5,5,5,1,1
42,7,11,7,7,1,1
42,12,0,0,0,1,1
42,12,0,12,12,0,1
42,5,13,5,5,1,1
42,1,6,6,6,0,1
45,10,3,3,3,1,1
45,10,13,13,13,0,1
45,7,13,7,7,0,1
45,9,4,9,9,1,1
45,10,8,8,8,0,1
45,6,7,6,6,0,1
45,12,6,12,12,1,1
45,1,10,10,10,1,1
45,9,10,10,10,1,1
45,2,11,11,11,0,1
45,5,6,6,6,1,1
45,9,1,1,1,1,1
45,8,7,7,7,0,1
45,9,11,11,11,0,1
45,10,12,10,10,1,1
45,3,4,4,4,0,1
45,9,13,9,9,0,1
45,13,8,8,8,1,1
45,6,10,10,6,1,0
45,12,8,8,8,1,1
45,0,4,0,0,1,1
45,9,8,8,8,1,1
45,10,9,9,9,0,1
45,8,5,5,5,0,1
45,6,12,12,12,0,1
45,0,6,0,0,0,1
45,12,2,12,12,0,1
45,5,3,3,3,1,1
45,0,12,0,0,1,1
45,11,7,7,7,1,1
45,12,13,13,13,1,1
45,11,1,1,1,0,1
45,10,8,8,8,0,1
45,8,0,0,0,1,1
45,11,8,11,11,1,1
45,12,10,10,10,1,1
45,0,3,0,0,0,1
45,9,9,9,9,0,1
45,11,11,11,11,1,1
45,7,4,4,4,0,1
45,8,0,0,0,0,1
45,1,13,13,13,0,1
45,10,2,10,2,0,0
45,8,2,2,2,0,1
45,11,2,11,11,0,1
45,6,12,6,6,1,1
45,5,4,5,4,1,0
45,7,8,7,7,0,1
45,7,5,7,7,1,1
45,3,8,8,8,0,1
45,3,8,3,3,0,1
45,0,1,0,0,0,1
45,3,12,12,12,1,1
45,6,4,6,6,0,1
45,2,5,5,5,0,1
45,7,5,7,7,1,1
45,6,1,1,1,0,1
45,10,13,13,13,0,1
45,4,0,4,4,0,1
45,10,11,10,10,0,1
45,3,7,3,3,0,1
45,4,8,4,4,0,1
45,6,2,6,6,0,1
45,12,13,13,13,0,1
45,5,12,12,12,1,1
45,12,13,12,12,0,1
45,5,2,5,5,1,1
45,9,1,1,1,1,1
45,5,11,5,11,1,0
45,7,8,7,7,0,1
47,13,12,13,13,0,1
47,11,13,11,11,0,1
47,10,9,10,10,1,1
47,11,0,0,0,0,1
47,9,1,1,1,0,1
47,6,2,6,6,1,1
47,8,5,5,5,0,1
47,10,5,10,10,0,1
47,6,10,6,6,0,1
47,5,1,5,5,1,1
47,11,13,13,13,0,1
47,9,3,9,9,0,1
47,10,1,1,10,1,0
47,1,2,2,2,1,1
47,1,5,5,5,0,1
47,11,10,11,11,0,1
47,8,7,7,7,0,1
47,5,4,5,4,1,0
47,4,3,3,3,1,1
47,12,7,12,12,1,1
47,10,12,12,12,0,1
47,10,6,6,6,0,1
47,0,4,0,0,0,1
47,0,3,0,0,1,1
47,6,2,2,2,1,1
47,11,2,11,11,0,1
47,8,1,8,8,1,1
47,10,8,8,8,1,1
47,4,0,0,0,0,1
47,4,7,4,4,1,1
47,8,7,7,7,0,1
47,3,7,3,3,0,1
47,11,7,7,7,0,1
47,11,0,11,11,0,1
47,2,13,13,13,1,1
47,4,0,4,4,0,1
47,8,2,8,8,1,1
47,2,5,2,2,1,1
47,10,7,7,7,0,1
47,2,1,2,2,0,1
47,3,4,3,4,1,0
47,3,13,13,13,0,1
47,12,3,12,12,1,1
47,5,3,5,3,1,0
47,8,4,8,8,0,1
47,13,9,9,9,1,1
47,13,10,13,13,0,1
47,6,5,5,5,1,1
47,10,8,8,8,1,1
47,4,12,4,4,0,1
47,3,1,1,1,1,1
47,11,13,13,13,1,1
47,1,5,5,5,0,1
47,4,6,4,4,1,1
47,13,11,11,11,1,1
47,4,10,4,4,1,1
47,9,4,4,4,0,1
47,5,7,7,7,1,1
47,6,1,6,6,1,1
47,8,5,8,8,0,1
47,7,13,13,13,1,1
47,9,10,9,9,0,1
47,7,8,7,7,1,1
47,11,8,11,11,0,1
47,3,9,9,9,0,1
47,6,4,6,6,1,1
47,13,1,13,13,0,1
47,3,9,9,3,1,0
47,7,10,10,7,0,0
47,9,1,9,9,0,1
47,11,2,11,11,0,1
47,7,9,9,9,0,1
47,1,6,1,1,1,1
47,6,4,4,4,1,1
47,0,2,0,0,1,1
47,7,8,7,7,0,1
48,9,7,7,7,1,1
48,1,7,7,7,0,1
48,12,7,7,7,1,1
48,12,2,2,2,1,1
48,9,4,9,9,0,1
48,5,0,0,0,1,1
48,1,0,0,1,1,0
48,4,13,4,4,1,1
48,3,2,2,2,1,1
48,10,1,1,1,0,1
48,6,8,8,8,1,1
48,9,3,9,9,1,1
48,8,2,8,8,0,1
48,5,11,11,11,0,1
48,8,6,6,6,0,1
48,4,8,4,4,1,1
48,7,10,10,10,1,1
48,7,0,0,0,1,1
48,2,7,7,2,1,0
48,4,2,4,4,0,1
48,2,9,9,9,1,1
48,3,2,2,2,0,1
48,9,4,9,4,1,0
48,4,6,4,4,1,1
48,8,4,4,4,0,1
48,8,1,1,1,1,1
48,2,4,4,4,0,1
48,1,4,4,4,1,1
48,0,11,0,0,1,1
48,11,13,13,13,0,1
49,3,5,3,3,0,1
49,1,11,11,11,1,1
49,2,10,10,10,0,1
49,2,13,13,13,1,1
49,2,13,2,2,0,1
49,5,1,5,5,0,1
49,12,13,12,12,1,1
49,6,8,8,8,0,1
49,4,3,3,3,1,1
49,0,11,0,0,0,1
49,1,5,1,1,0,1
49,11,10,11,11,1,1
49,13,11,13,13,1,1
49,4,1,1,1,0,1
49,5,9,5,5,1,1
49,9,13,9,9,0,1
49,6,10,6,6,1,1
49,3,2,2,2,0,1
49,0,9,0,0,0,1
49,5,5,5,5,1,1
49,6,5,5,6,1,0
49,8,7,8,8,0,1
49,8,4,8,8,1,1
49,1,2,2,2,0,1
49,1,12,1,1,1,1
49,11,6,6,6,0,1
49,6,4,4,4,0,1
49,6,0,6,6,0,1
49,9,7,7,7,0,1
49,4,12,12,12,1,1
49,2,10,10,10,1,1
49,7,5,5,5,1,1
49,8,13,13,13,1,1
49,1,12,12,12,1,1
49,8,4,8,8,1,1
49,13,7,13,13,0,1
49,2,9,2,2,1,1
49,0,2,0,0,1,1
49,0,7,0,0,0,1
49,13,9,13,13,0,1
49,5,13,13,13,1,1
49,2,6,2,2,0,1
49,4,7,7,7,0,1
49,13,8,13,13,1,1
49,6,5,6,6,1,1
49,11,3,11,11,1,1
49,6,0,0,0,1,1
49,4,0,4,4,1,1
49,6,5,5,5,1,1
49,7,13,7,7,1,1
49,3,9,9,9,1,1
49,13,0,13,13,1,1
49,3,7,7,7,1,1
49,11,7,7,7,0,1
49,8,10,10,10,0,1
49,8,7,7,7,1,1
53,3,12,3,3,1,1
53,3,10,3,3,1,1
53,6,13,6,6,0,1
53,6,7,6,6,1,1
53,12,13,12,12,0,1
53,2,6,2,2,0,1
53,4,9,9,9,1,1
53,0,7,0,0,1,1
53,9,8,9,9,1,1
53,0,7,0,0,0,1
53,5,10,5,5,1,1
53,3,6,6,6,1,1
53,13,12,13,12,0,0
53,11,8,8,8,0,1
53,6,7,6,6,0,1
53,9,2,2,2,1,1
53,11,6,11,6,0,0
53,12,4,4,4,1,1
53,5,8,8,8,1,1
53,7,5,7,7,1,1
53,4,8,8,8,0,1
53,1,12,12,12,0,1
53,4,13,4,4,1,1
53,9,2,9,9,0,1
53,4,9,4,4,1,1
53,9,10,10,10,1,1
53,0,4,4,0,0,0
53,1,8,8,8,1,1
53,6,0,6,6,0,1
53,5,8,8,5,1,0
53,7,2,7,7,1,1
53,0,2,0,0,1,1
53,3,5,3,3,0,1
53,11,0,0,0,0,1
55,4,1,1,1,1,1
55,4,12,12,12,0,1
55,11,13,13,13,0,1
55,3,9,9,9,1,1
55,3,10,10,3,1,0
55,8,3,3,3,1,1
55,9,8,9,8,0,0
55,13,12,13,13,1,1
55,0,11,0,0,0,1
55,3,1,1,1,0,1
55,2,6,6,6,0,1
55,5,2,2,2,0,1
55,9,5,9,9,1,1
55,8,13,13,13,0,1
55,3,10,10,10,0,1
55,12,0,12,12,1,1
55,3,5,3,3,1,1
55,4,12,4,4,0,1
55,9,10,9,9,0,1
55,4,0,4,4,0,1
55,2,1,2,2,1,1
55,4,3,4,4,1,1
55,2,8,8,8,1,1
55,12,11,12,12,0,1
55,8,11,8,8,0,1
55,11,4,11,11,0,1
55,6,9,9,9,0,1
55,10,0,10,10,0,1
55,3,7,7,7,0,1
55,0,6,0,0,1,1
55,12,6,6,6,1,1
55,13,4,13,13,0,1
55,10,3,3,3,1,1
55,13,7,7,7,1,1
55,13,2,13,2,0,0
55,3,8,3,3,0,1
55,5,7,5,5,0,1
55,4,8,8,8,0,1
55,1,3,3,3,1,1
55,8,5,5,5,1,1
55,6,9,6,6,1,1
55,10,12,10,10,0,1
55,9,1,1,1,1,1
55,5,3,5,5,0,1
55,2,0,0,0,0,1
55,10,6,6,6,0,1
55,5,10,5,5,1,1
55,11,10,11,10,1,0
55,6,0,0,0,0,1
55,11,6,11,11,0,1
55,0,13,0,0,1,1
55,4,5,4,4,0,1
55,3,1,1,1,1,1
55,1,9,9,9,0,1
55,3,4,3,3,0,1
55,3,4,3,3,0,1
55,3,0,3,3,1,1
55,4,0,0,0,1,1
55,3,1,1,3,1,0
55,0,11,0,0,0,1
55,7,13,13,13,1,1
55,5,3,3,3,0,1
55,3,4,3,3,0,1
55,13,11,11,11,1,1
55,13,1,1,1,0,1
55,3,8,8,8,0,1
55,5,12,12,12,0,1
55,2,7,7,7,1,1
55,1,9,9,1,1,0
55,5,11,11,5,1,0
55,6,8,6,6,0,1
55,13,7,13,13,0,1
55,5,12,5,5,0,1
55,11,6,6,6,1,1
55,6,6,6,6,0,1
55,11,12,12,12,1,1
55,12,2,2,2,0,1
55,5,8,8,8,1,1
55,8,5,8,8,1,1
55,4,10,10,10,0,1
55,11,5,5,5,1,1
55,3,0,0,0,1,1
55,8,3,8,8,1,1
55,3,4,4,4,0,1
55,9,4,4,4,1,1
55,12,10,12,12,0,1
55,9,7,9,9,0,1
55,12,2,12,12,1,1
55,3,13,13,13,0,1
55,3,4,4,4,0,1
55,10,12,12,12,1,1
55,11,3,3,3,0,1
55,2,11,2,2,0,1
55,1,2,2,2,0,1
55,13,11,13,13,1,1
55,1,0,0,0,0,1
55,13,1,13,1,1,0
55,13,11,11,11,1,1
55,5,7,5,7,1,0
55,5,3,3,3,1,1
55,8,5,8,8,1,1
55,13,4,13,13,0,1
55,6,0,6,0,0,0
55,0,13,13,0,0,0
55,11,10,11,11,0,1
55,3,4,4,4,0,1
55,5,2,2,2,1,1
55,0,6,0,0,0,1
55,1,0,0,0,0,1
55,7,13,7,7,0,1
55,1,0,1,1,1,1
55,0,11,0,0,0,1
55,6,5,5,5,0,1
55,12,0,0,0,1,1
55,11,8,11,11,0,1
55,6,2,6,6,0,1
55,10,13,10,10,1,1
55,5,4,5,5,0,1
55,0,13,0,0,0,1
56,0,13,0,0,1,1
56,7,3,3,3,1,1
56,4,7,4,4,1,1
56,8,7,8,8,0,1
56,9,13,9,9,0,1
56,11,1,1,1,0,1
56,12,0,12,12,1,1
56,6,7,7,6,1,0
56,8,7,8,8,1,1
56,13,12,13,13,0,1
56,12,9,9,9,1,1
56,13,6,13,13,0,1
56,8,3,3,3,0,1
56,4,5,4,4,0,1
56,2,1,2,2,0,1
56,2,8,2,2,0,1
56,3,1,1,1,1,1
56,5,7,7,5,1,0
56,13,4,13,13,0,1
56,8,4,4,4,0,1
56,13,13,13,13,1,1
56,2,6,2,2,1,1
56,5,8,5,5,1,1
56,4,7,4,4,1,1
56,9,13,9,9,1,1
56,1,8,1,1,1,1
56,5,8,5,5,1,1
56,10,7,10,10,1,1
56,6,1,1,1,0,1
56,10,13,13,13,0,1
56,11,2,2,2,1,1
56,8,6,6,6,0,1
56,1,12,12,12,0,1
56,13,3,3,3,1,1
56,0,13,0,0,0,1
56,3,13,3,3,0,1
56,11,11,11,11,1,1
56,4,2,2,2,1,1
56,7,12,12,12,0,1
56,10,2,10,10,1,1
56,4,11,11,11,1,1
56,2,7,7,7,1,1
56,3,9,9,9,0,1
56,10,13,10,10,1,1
56,12,12,12,12,0,1
56,0,5,0,0,1,1
56,8,6,6,8,1,0
56,11,5,11,11,1,1
56,12,2,12,12,1,1
56,2,6,6,6,1,1
56,8,5,5,5,1,1
59,1,4,4,4,0,1
59,12,0,0,0,0,1
59,12,0,0,0,0,1
59,10,5,10,10,1,1
59,2,0,2,2,0,1
59,6,7,7,7,1,1
59,12,10,10,12,1,0
59,3,6,6,6,0,1
59,8,11,8,8,0,1
59,2,8,8,8,0,1
59,13,0,13,13,0,1
59,7,11,11,11,1,1
59,8,1,1,1,0,1
59,9,3,3,3,0,1
59,10,12,10,10,0,1
59,0,11,0,0,0,1
59,7,0,7,7,0,1
59,1,11,1,11,1,0
59,6,2,2,2,0,1
59,12,2,12,12,1,1
59,5,4,5,5,0,1
59,12,9,9,9,1,1
59,4,1,1,1,1,1
59,9,10,10,10,0,1
59,5,1,5,5,1,1
59,4,11,11,11,0,1
59,4,3,3,3,0,1
59,3,6,3,3,1,1
59,13,11,13,13,0,1
59,0,1,0,0,0,1
59,9,1,1,1,0,1
59,11,6,11,11,1,1
59,12,11,11,11,0,1
59,12,8,12,12,1,1
59,11,11,11,11,1,1
59,9,0,0,0,0,1
59,4,1,1,1,1,1
59,1,5,5,5,1,1
59,2,5,5,5,1,1
59,2,8,8,8,0,1
59,7,0,7,7,1,1
59,3,4,3,3,1,1
59,9,7,7,7,0,1
59,1,7,1,1,0,1
59,1,3,1,1,1,1
59,11,4,4,4,1,1
59,9,4,4,4,0,1
59,5,13,5,5,1,1
59,10,0,10,10,1,1
59,4,7,7,7,1,1
59,7,8,8,8,0,1
59,11,4,11,11,0,1
59,11,6,6,6,0,1
59,3,8,8,8,0,1
59,4,7,4,4,1,1
59,9,4,9,9,1,1
59,6,0,0,0,0,1
59,13,2,13,13,0,1
59,10,6,6,6,0,1
59,4,6,4,4,1,1
59,4,13,13,13,1,1
59,12,7,7,7,1,1
59,5,10,10,10,0,1
59,12,3,3,3,1,1
59,12,0,12,12,1,1
59,6,1,6,6,1,1
59,10,6,6,6,1,1
59,8,5,8,8,0,1
59,2,8,8,8,1,1
59,9,8,8,8,0,1
59,2,11,11,11,0,1
59,12,10,12,12,0,1
59,7,6,6,6,0,1
59,4,0,0,0,0,1
59,7,3,3,3,0,1
59,12,10,12,12,0,1
59,1,7,1,1,1,1
59,6,13,6,6,0,1
59,7,12,7,7,1,1
59,8,6,8,8,0,1
59,0,10,10,0,0,0
59,8,11,11,11,0,1
59,6,1,6,6,0,1
59,0,3,0,0,0,1
60,7,13,7,7,0,1
60,5,10,5,5,0,1
60,4,13,4,4,1,1
60,2,12,2,2,1,1
60,2,5,5,5,0,1
60,5,1,1,1,0,1
60,3,7,7,7,1,1
60,10,3,3,3,1,1
60,2,1,2,2,1,1
60,8,13,8,8,1,1
60,3,5,3,3,1,1
60,2,13,13,13,0,1
60,13,3,3,3,0,1
60,2,2,2,2,0,1
60,13,6,13,13,0,1
60,6,2,2,2,0,1
60,11,11,11,11,0,1
60,11,13,13,13,0,1
60,2,6,6,6,1,1
60,2,12,12,12,0,1
60,10,4,10,10,0,1
60,2,11,11,11,1,1
60,4,0,0,4,0,0
60,7,8,7,7,0,1
60,1,4,4,4,1,1
60,13,11,13,13,1,1
60,1,9,1,1,1,1
60,10,8,8,8,1,1
60,3,9,9,9,0,1
60,9,12,12,12,1,1
60,9,7,7,7,0,1
60,10,5,10,10,1,1
60,10,9,10,10,1,1
60,9,13,13,13,1,1
60,13,9,13,13,1,1
60,5,6,6,6,1,1
60,11,4,11,4,1,0
60,5,0,0,0,1,1
60,9,12,12,12,0,1
60,11,0,11,11,1,1
60,8,2,8,8,1,1
60,4,9,4,4,1,1
60,4,5,4,5,1,0
60,4,13,13,13,1,1
60,8,8,8,8,1,1
60,7,12,7,7,0,1
60,7,9,7,9,1,0
60,6,0,6,6,1,1
60,3,11,11,11,0,1
60,6,4,4,4,0,1
60,11,0,0,0,1,1
60,12,4,4,4,0,1
60,10,11,10,10,1,1
60,1,11,1,1,1,1
60,11,12,12,12,0,1
60,7,12,7,7,0,1
60,13,0,0,0,1,1
60,13,10,13,13,1,1
60,6,9,9,9,0,1
60,10,11,10,10,1,1
60,2,4,2,2,1,1
60,12,11,12,12,1,1
60,7,13,13,13,1,1
60,5,13,5,5,1,1
60,2,7,7,7,0,1
60,12,5,12,12,0,1
60,12,0,12,12,1,1
60,13,9,13,13,1,1
60,3,4,3,3,1,1
60,7,12,12,12,0,1
60,0,13,0,0,1,1
61,11,10,11,11,0,1
61,12,12,12,12,1,1
61,10,11,10,10,0,1
61,13,13,13,13,1,1
61,13,9,9,9,1,1
61,10,8,10,10,0,1
61,13,6,13,13,0,1
61,0,2,0,0,0,1
61,9,7,9,9,0,1
61,13,12,12,12,0,1
61,11,5,11,11,1,1
61,13,8,8,8,0,1
61,12,8,12,12,1,1
61,11,0,0,0,0,1
61,1,11,1,1,0,1
